USAF= 007026 , name=WXPOD 7026                    , country=AF , elevation=+7026.0
USAF= 014420 , name=BYGLANDSFJORD                 , country=NO , elevation=+0211.0
USAF= 014440 , name=VALLE                         , country=NO , elevation=+0302.0
USAF= 014450 , name=SKAFSA                        , country=NO , elevation=+0077.0
USAF= 014460 , name=OYFJELL-TROVATN               , country=NO , elevation=+0714.0
USAF= 014470 , name=HOYDALSMO II                  , country=NO , elevation=+0562.0
USAF= 014480 , name=OKSOY FYR                     , country=NO , elevation=+0008.0
USAF= 014490 , name=GJERSTAD                      , country=NO , elevation=+0032.0
USAF= 014500 , name=MOSSTRAND II                  , country=NO , elevation=+0977.0
USAF= 014520 , name=KJEVIK                        , country=NO , elevation=+0017.4
USAF= 014530 , name=HYNNEKLEIV                    , country=NO , elevation=+0162.0
USAF= 014550 , name=TVEITSUND                     , country=NO , elevation=+0252.0
USAF= 014590 , name=NELAUG                        , country=NO , elevation=+0142.0
USAF= 014600 , name=GULLHOLMEN                    , country=NO , elevation=+0014.0
USAF= 014610 , name=                              , country=   , elevation=       
USAF= 014611 , name=GAUSTATOPPEN                  , country=NO , elevation=+1803.7
USAF= 014620 , name=PORSGRUNN                     , country=NO , elevation=+0090.0
USAF= 014630 , name=AS                            , country=NO , elevation=+0089.0
USAF= 014640 , name=LANDVIK                       , country=NO , elevation=+0006.0
USAF= 014650 , name=TORUNGEN FYR                  , country=NO , elevation=+0015.0
USAF= 014660 , name=KJELLER AP                    , country=NO , elevation=+0109.0
USAF= 014670 , name=LYNGOR FYR                    , country=NO , elevation=+0005.0
USAF= 014680 , name=KONGSVINGER                   , country=NO , elevation=+0148.0
USAF= 014690 , name=HONEFOSS-HOYBY                , country=NO , elevation=+0140.0
USAF= 014700 , name=GVARV                         , country=NO , elevation=+0093.0
USAF= 014703 , name=NOTODDEN                      , country=NO , elevation=+0019.2
USAF= 014710 , name=VEGGLI II                     , country=NO , elevation=+0275.0
USAF= 014730 , name=KONGSBERG BRANNSTASJON        , country=NO , elevation=+0173.0
USAF= 014740 , name=LYNGDAL I NUMEDAL             , country=NO , elevation=+0294.0
USAF= 014750 , name=SKIEN-GEITERYGGEN             , country=NO , elevation=+0141.0
USAF= 014760 , name=JOMFRULAND FYR                , country=NO , elevation=+0005.0
USAF= 014770 , name=KONNERUD                      , country=NO , elevation=+0193.0
USAF= 014780 , name=SVENNER LH                    , country=NO , elevation=+0015.0
USAF= 014800 , name=DRAMMEN BERSKOG               , country=NO , elevation=+0008.0
USAF= 014810 , name=MELSOM                        , country=NO , elevation=+0026.0
USAF= 014820 , name=FERDER LH                     , country=NO , elevation=+0007.7
USAF= 014825 , name=TORP                          , country=NO , elevation=+0087.2
USAF= 014830 , name=TORP                          , country=NO , elevation=+0088.0
USAF= 014840 , name=AURSKOG                       , country=NO , elevation=+0128.0
USAF= 014843 , name=OSEBERG                       , country=NO , elevation=+0015.0
USAF= 014850 , name=DANDE-GALLEBERG               , country=NO , elevation=+0060.0
USAF= 014860 , name=ASKER                         , country=NO , elevation=+0163.0
USAF= 014870 , name=ALNA                          , country=NO , elevation=+0090.0
USAF= 014880 , name=HAKADAL                       , country=NO , elevation=+0170.0
USAF= 014881 , name=STATFJORD B OIL PLATFORM      , country=NO , elevation=+0142.0
USAF= 014890 , name=BJORNHOLT                     , country=NO , elevation=+0360.0
USAF= 014900 , name=TRYVANNSHOGDA                 , country=NO , elevation=+0528.0
USAF= 014920 , name=OSLO-BLINDERN                 , country=NO , elevation=+0097.0
USAF= 014930 , name=SARPSBORG                     , country=NO , elevation=+0057.0
USAF= 014940 , name=RYGGE                         , country=NO , elevation=+0053.0
USAF= 014950 , name=STROMTANGEN FYR               , country=NO , elevation=+0010.0
USAF= 014960 , name=HOLAND-FOSSER                 , country=NO , elevation=+0154.0
USAF= 014965 , name=                              , country=   , elevation=       
USAF= 014970 , name=PRESTEBAKKE                   , country=NO , elevation=+0157.0
USAF= 014980 , name=MAGNOR                        , country=NO , elevation=+0153.0
USAF= 014981 , name=                              , country=   , elevation=       
USAF= 014983 , name=STATFJORD OIL RIG &           , country=NO , elevation=       
USAF= 014990 , name=VAEROY                        , country=NO , elevation=       
USAF= 014993 , name=VAEROY                        , country=NO , elevation=       
USAF= 015000 , name=RAKKESTAD                     , country=NO , elevation=+0100.0
USAF= 020001 , name=LJUNGBYHED                    , country=SW , elevation=+0042.7
USAF= 020120 , name=RITSEM                        , country=SW , elevation=+0521.0
USAF= 020130 , name=RITSEM                        , country=SW , elevation=+0542.7
USAF= 020180 , name=SUORVA                        , country=SW , elevation=+0415.0
USAF= 020190 , name=KATTERJAKK A                  , country=SW , elevation=+0516.0
USAF= 020200 , name=KATTERJAKK                    , country=SW , elevation=+0517.0
USAF= 020220 , name=ABISKO                        , country=SW , elevation=+0394.0
USAF= 020230 , name=TORNEHAMN (AUT)               , country=SW , elevation=+0512.0
USAF= 020240 , name=STORA SJOFALLET               , country=SW , elevation=+0425.0
USAF= 020260 , name=ALUOKTA                       , country=SW , elevation=+0385.0
USAF= 020290 , name=TARFALA                       , country=SW , elevation=+1146.0
USAF= 020310 , name=RENSJON                       , country=SW , elevation=+0493.0
USAF= 020320 , name=TORNETRASK LAKE               , country=SW , elevation=+0393.0
USAF= 020360 , name=NIKKALUOKTA                   , country=SW , elevation=+0468.0
USAF= 020380 , name=LATNIVAARA                    , country=SW , elevation=+0453.0
USAF= 020430 , name=ESRANGE                       , country=SW , elevation=+0341.0
USAF= 020440 , name=KIRUNA                        , country=SW , elevation=+0459.6
USAF= 020450 , name=KIRUNA-SOL                    , country=SW , elevation=+0424.0
USAF= 020480 , name=MALMBERGET                    , country=SW , elevation=+0375.0
USAF= 020490 , name=GALLIVARE                     , country=SW , elevation=+0313.0
USAF= 020500 , name=RIKSGRANSEN                   , country=SW , elevation=+0508.0
USAF= 020510 , name=KARESUANDO                    , country=SZ , elevation=+0327.1
USAF= 020520 , name=KVIKKJOKK         &           , country=SW , elevation=+0337.0
USAF= 020530 , name=MALMBERGET                    , country=SW , elevation=+0365.0
USAF= 020540 , name=NEDRE SOPPERO                 , country=SW , elevation=+0360.0
USAF= 020550 , name=NAIMAKKA                      , country=SW , elevation=+0402.0
USAF= 020560 , name=STENSELE                      , country=SZ , elevation=+0330.1
USAF= 020570 , name=KALLAX/LULEA (AFB)            , country=SW , elevation=+0017.0
USAF= 020580 , name=HAPARANDA         &           , country=SW , elevation=+0007.0
USAF= 020590 , name=GADDEDE                       , country=SW , elevation=+0318.0
USAF= 020600 , name=NAIMAKKA                      , country=SW , elevation=+0403.0
USAF= 020620 , name=OSTERSUND FROSON AB           , country=SW , elevation=+0376.0
USAF= 020630 , name=ASELE                         , country=SW , elevation=+0329.0
USAF= 020640 , name=SAITTAROVA                    , country=SW , elevation=+0240.0
USAF= 020650 , name=SVEG              &           , country=SW , elevation=+0360.0
USAF= 020660 , name=SUNDSVALL/HARNOSAND           , country=SW , elevation=+0004.0
USAF= 020670 , name=SARNA                         , country=SW , elevation=+0505.0
USAF= 020680 , name=DELSBO                        , country=SW , elevation=+0093.0
USAF= 020690 , name=SODERHAMN (SWE-AFB)           , country=SW , elevation=+0026.0
USAF= 020700 , name=GUSTAVSFORS       &           , country=SW , elevation=+0198.0
USAF= 020710 , name=NORRKOPING-SOL                , country=SW , elevation=+0058.0
USAF= 020711 , name=BORLANGE                      , country=SW , elevation=+0153.0
USAF= 020720 , name=PARKALOMPOLO                  , country=SW , elevation=+0313.0
USAF= 020730 , name=KARLSTAD          &           , country=SW , elevation=+0046.0
USAF= 020740 , name=OREBRO/EKEBY                  , country=SW , elevation=+0033.0
USAF= 020750 , name=VASTERAS/HASSLO AFB           , country=SW , elevation=+0006.0
USAF= 020760 , name=UPPSALA           &           , country=SW , elevation=+0021.0
USAF= 020770 , name=STOCKHOLM/BROMMA  &           , country=SW , elevation=+0015.0
USAF= 020790 , name=SATENAS (SWE-AFB)             , country=SW , elevation=+0054.0
USAF= 020800 , name=KARESUANDO                    , country=SW , elevation=+0331.0
USAF= 020810 , name=KARESUANDO                    , country=SW , elevation=+0330.0
USAF= 020820 , name=LANDSORT          &           , country=SW , elevation=+0032.0
USAF= 020830 , name=GOTSKA SANDON     &           , country=SW , elevation=+0012.0
USAF= 020840 , name=LANNAVAARA        &           , country=SW , elevation=+0360.0
USAF= 020850 , name=RANGEDALA (AUTO)              , country=SW , elevation=+0259.0
USAF= 020860 , name=LAINIO                        , country=SW , elevation=+0317.0
USAF= 020870 , name=JONKOPING         &           , country=SW , elevation=+0226.0
USAF= 020880 , name=KOMPELUSVAARA                 , country=SW , elevation=+0263.0
USAF= 020890 , name=OLANDS NORRA UDDE &           , country=SW , elevation=+0004.0
USAF= 020900 , name=VISBY             &           , country=SW , elevation=+0051.0
USAF= 020910 , name=VISBY-SOL                     , country=SW , elevation=+0049.0
USAF= 020920 , name=MUODOSLOMPOLO                 , country=SW , elevation=+0240.0
USAF= 020930 , name=VAXJO             &           , country=SW , elevation=+0166.0
USAF= 020940 , name=UNGSKAR                       , country=SW , elevation=+0001.0
USAF= 020950 , name=PAJALA                        , country=SW , elevation=+0171.0
USAF= 020960 , name=PAJALA                        , country=SW , elevation=+0168.0
USAF= 020970 , name=MALMO /BULLTOFTON             , country=SZ , elevation=+0014.9
USAF= 020980 , name=MALMO/STURUP                  , country=SW , elevation=+0072.0
USAF= 020990 , name=YSTAD             &           , country=SW , elevation=+0034.0
USAF= 021000 , name=NAIMAKKA                      , country=SW , elevation=+0403.0
USAF= 021010 , name=HEMAVAN                       , country=SW , elevation=+0458.1
USAF= 021020 , name=STEKENJOKK                    , country=SW , elevation=+1036.0
USAF= 021030 , name=HEMAVAN-GIEREVARTO            , country=SW , elevation=+0793.0
USAF= 021040 , name=HEMAVAN                       , country=SW , elevation=+0485.0
USAF= 021050 , name=ABELVATTNET                   , country=SW , elevation=+0670.0
USAF= 021060 , name=JOKKMOKK (SWE-AFB)            , country=SW , elevation=+0256.0
USAF= 021080 , name=KLIMPFJALL                    , country=SW , elevation=+0593.0
USAF= 021090 , name=ABRAUR                        , country=SW , elevation=+0342.0
USAF= 021100 , name=GIELAS                        , country=SW , elevation=+0577.0
USAF= 021110 , name=VIDSEL (SWE-AFB)              , country=SW , elevation=+0180.0
USAF= 021120 , name=SYLARNA                       , country=SW , elevation=+1035.0
USAF= 021140 , name=NORRAKER                      , country=SW , elevation=+0346.0
USAF= 021150 , name=STORLIEN-VISJOVALE&           , country=SW , elevation=+0640.0
USAF= 021160 , name=MORSIL                        , country=SW , elevation=+0400.0
USAF= 021170 , name=NORDMALING                    , country=SW , elevation=+0006.0
USAF= 021180 , name=DIKANAS/SKANSNAS              , country=SW , elevation=+0525.0
USAF= 021190 , name=KVIKKJOKK ARRENJARKA          , country=SW , elevation=+0320.0
USAF= 021200 , name=KVIKKJOKK-ARRENJARKA          , country=SW , elevation=+0315.0
USAF= 021205 , name=STORUMAN                      , country=SW , elevation=+0279.0
USAF= 021210 , name=MIERKENIS                     , country=SW , elevation=+0615.0
USAF= 021220 , name=STENUDDEN                     , country=SW , elevation=+0453.0
USAF= 021230 , name=JAKKVIK                       , country=SW , elevation=+0552.0
USAF= 021240 , name=ARJEPLOG                      , country=SW , elevation=+0432.0
USAF= 021250 , name=OSTMARK                       , country=SW , elevation=+0178.0
USAF= 021260 , name=GUNNARN                       , country=SW , elevation=+0251.0
USAF= 021270 , name=STENSELE                      , country=SW , elevation=+0327.0
USAF= 021280 , name=GUNNARN                       , country=SW , elevation=+0283.0
USAF= 021290 , name=GUNNARN SOL (AUT)             , country=SW , elevation=+0278.0
USAF= 021300 , name=ROPARUDDEN                    , country=SW , elevation=+0481.0
USAF= 021310 , name=ARVIKA                        , country=SW , elevation=+0075.0
USAF= 021330 , name=SNAVLUNDA                     , country=SW , elevation=+0144.0
USAF= 021350 , name=BURESJON                      , country=SW , elevation=+0393.0
USAF= 021360 , name=STORBERG                      , country=SW , elevation=+0454.0
USAF= 021380 , name=GRUNDKALLEN                   , country=SW , elevation=+0023.0
USAF= 021410 , name=TJAKAAPE                      , country=SW , elevation=+0582.0
